id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
6063;2024-03-02;177;135;14;13.0;1;22.71;2.27
23756;07/09/2024;1464;167;14;2.0;1;140.9;14.09
56233;2025-11-23;2362;53;4;26.0;1;87.28;26.18
5000;17/02/2024;2501;202;3;;1;163.51;0.0
17197;07/07/2024;4509;28;6;;1;17.22;0.0
41381;25/04/2025;1331;464;2;;1;26.15;0.0
52064;2025-09-16;344;92;10;21.0;1;39.83;5.97
45749;01/07/2025;1429;204;2;;2;52.91;0.0
10049;21/04/2024;4434;303;14;20.0;2;7.34;1.47
6455;06/03/2024;2460;307;12;;1;235.49;0.0
6053;02/03/2024;1092;116;14;;3;72.06;0.0
240;2024-01-03;1335;469;11;;1;25.44;0.0
617;06/01/2024;3734;221;14;;1;54.06;0.0
9832;17/04/2024;1311;6;7;;1;37.11;0.0
35488;2025-01-10;157;126;1;;1;10.77;0.0
44662;2025-06-16;933;3;3;;1;90.61;0.0
56355;25/11/2025;112;226;1;26.0;1;8.07;2.42
25559;2024-09-30;2757;468;11;9.0;2;50.35;30.21
27518;2024-10-27;2610;211;9;;1;24.6;0.0
13109;28/05/2024;2911;296;14;19.0;1;36.97;9.24
32949;2024-12-18;406;87;14;;1;60.62;0.0
42324;12/05/2025;3034;214;14;;1;50.35;0.0
21891;2024-08-15;474;114;12;34.0;1;30.95;4.64
30579;2 de diciembre de 2024;248;470;6;;1;55.59;0.0
34047;2024-12-26;3677;331;5;;2;29.23;0.0
19842;26/07/2024;2618;1538;8;;1;22.66;0.0
53554;13 de octubre de 2025;4375;216;13;;1;240.08;0.0
44;2024-01-01;106;296;10;38.0;1;35.86;5.38
27629;28/10/2024;3856;45;14;;1;93.21;0.0
37315;2025-02-04;2667;416;12;;2;51.33;0.0
49947;12/08/2025;2441;330;12;17.0;2;23.35;11.68
15225;21 de junio de 2024;3519;498;15;;1;53.55;0.0
28639;10/11/2024;3568;385;8;33.0;1;6.46;1.94
52505;2025-09-24;248;23;11;;1;25.34;0.0
20125;2024-07-28;2513;388;4;;2;118.1;0.0
16615;03/07/2024;3602;224;7;;1;41.33;0.0
10138;22 de abril de 2024;4794;40;10;;2;27.63;0.0
27948;02/11/2024;1516;246;9;;1;8.15;0.0
11931;15/05/2024;1213;103;15;19.0;2;12.77;6.38
6672;8 de marzo de 2024;3673;496;13;;1;59.4;0.0
54594;2025-10-31;2696;472;15;;1;103.39;0.0
313;2024-01-03;20;307;7;38.0;1;242.62;36.39
47418;15/07/2025;794;348;14;;1;40.86;0.0
47317;2025-07-15;3834;464;8;;2;28.72;0.0
45984;2025-07-03;123;96;13;;1;17.95;0.0
49793;10/08/2025;3026;307;11;;1;232.76;0.0
50163;16/08/2025;3731;304;13;17.0;1;123.06;30.77
16983;06/07/2024;767;296;12;;3;36.47;0.0
13518;02/06/2024;2501;154;14;;1;5.23;0.0
32806;17/12/2024;3601;134;3;;2;11.09;0.0
48032;20/07/2025;4842;57;11;;1;23.08;0.0
16795;2024-07-05;736;470;5;;1;51.59;0.0
4881;16/02/2024;1723;3;2;;2;85.67;0.0
44974;20/06/2025;3399;330;9;31.0;2;22.73;13.64
44537;2025-06-14;4547;416;1;;3;49.74;0.0
19464;23/07/2024;933;236;15;34.0;1;73.64;11.05
5695;26/02/2024;1006;468;8;29.0;1;52.3;15.69
8911;02/04/2024;4706;304;4;37.0;3;127.14;19.07
6761;2024-03-09;4606;78;11;;1;20.79;0.0
53092;2025-10-05;2941;399;4;;1;10.58;0.0
54228;2025-10-24;1590;195;7;;1;257.85;0.0
32862;18/12/2024;243;411;15;30.0;1;79.46;19.86
47667;18/07/2025;4141;362;11;;1;78.18;0.0
18502;16/07/2024;3102;139;4;23.0;2;27.97;8.39
38062;20/02/2025;4533;195;7;;1;259.37;0.0
48752;2025-07-27;4503;51;11;;1;31.09;0.0
44503;2025-06-14;3656;473;10;;1;25.19;0.0
832;2024-01-08;4964;292;5;;1;69.51;0.0
30188;2024-11-29;4326;128;5;33.0;1;19.43;5.83
42296;11 de mayo de 2025;539;489;6;3.0;2;217.75;130.65
36517;2025-01-23;3102;154;7;;1;5.21;0.0
7987;23/03/2024;2359;309;4;37.0;1;3.14;0.16
35564;2025-01-11;112;114;7;15.0;2;31.71;3.17
1457;2024-01-14;4557;196;4;;1;3.37;0.0
55618;2025-11-15;1854;128;13;26.0;2;19.24;11.54
34177;27 de diciembre de 2024;2566;482;5;15.0;1;264.77;13.24
54109;2025-10-22;2058;330;4;;1;23.82;
9211;07/04/2024;4747;46;13;12.0;1;90.51;18.1
37284;03/02/2025;2489;416;12;;2;48.34;0.0
575;06/01/2024;3067;262;7;38.0;2;121.69;36.51
46842;11/07/2025;3467;473;3;;1;26.27;0.0
27613;28/10/2024;1812;376;13;;1;14.85;
15147;2024-06-20;3947;314;3;;1;344.2;
32123;2024-12-12;3405;9;5;;1;36.98;0.0
25099;2024-09-24;3098;498;11;;1;54.02;0.0
21604;2024-08-11;947;348;6;34.0;2;38.8;11.64
47715;2025-07-18;1420;114;14;;1;33.9;0.0
12767;2024-05-25;140;224;2;19.0;2;37.97;18.98
48049;2025-07-21;3551;30;13;;1;7.6;0.0
24744;2024-09-19;281;314;10;;1;1999.0;0.0
40283;31/03/2025;2385;187;9;;1;22.28;0.0
21817;14/08/2024;3850;30;4;;1;8.05;0.0
18423;16/07/2024;543;156;8;23.0;1;7.36;1.1
55345;11/11/2025;1985;194;1;26.0;2;47.86;28.72
29354;2024-11-18;4211;496;1;;2;59.17;0.0
18015;2024-07-13;4132;34;9;;2;256.02;0.0
18854;19/07/2024;1503;36;7;;1;17.86;0.0
55938;19 de noviembre de 2025;1254;440;11;26.0;1;97.1;29.13
59467;2025-12-26;1242;380;12;;1;16.49;0.0
3989;04/02/2024;2775;44;8;11.0;2;11.92;2.38
28097;04/11/2024;318;87;12;18.0;3;58.05;43.54
2829;2024-01-25;146;246;4;11.0;1;8.07;0.81
5227;2024-02-20;1412;465;2;29.0;1;107.23;32.17
16581;03/07/2024;169;167;11;;1;146.62;0.0
13659;04/06/2024;4132;344;10;;2;43.83;0.0
35102;2025-01-05;2653;361;4;15.0;1;19.82;0.99
23009;28/08/2024;3046;393;1;;1;44.14;0.0
21751;13/08/2024;238;262;13;;1;122.59;0.0
52628;27/09/2025;2040;440;8;;1;96.66;0.0
2726;2024-01-24;4152;372;15;11.0;1;47.53;4.75
47293;14/07/2025;3468;195;5;;2;257.89;0.0
51497;6 de septiembre de 2025;4113;330;11;21.0;1;22.8;3.42
31736;10/12/2024;995;227;8;40.0;2;78.79;47.27
8749;31 de marzo de 2024;4984;253;13;;1;27.56;0.0
45601;2025-06-29;766;463;8;31.0;1;42.49;12.75
48513;2025-07-25;191;196;8;;1;3.35;0.0
21219;2024-08-07;2515;310;5;;1;7.67;0.0
35911;16/01/2025;2981;311;6;32.0;1;41.56;
39048;2025-03-10;667;350;12;;1;29.63;0.0
41567;2025-04-29;1265;376;9;;1;15.82;0.0
2265;2024-01-20;4324;320;10;11.0;1;58.02;5.8
50623;23/08/2025;3434;224;2;4.0;1;38.04;5.71
28557;9 de noviembre de 2024;532;103;3;;1;11.71;0.0
3531;31 de enero de 2024;1153;74;5;;1;84.21;0.0
42179;09/05/2025;1474;383;2;35.0;1;67.17;3.36
40501;05/04/2025;4669;185;13;;2;103.32;
25622;2024-10-01;2073;244;1;1.0;1;183.78;27.57
27994;2024-11-02;270;309;7;;1;3.22;0.0
15953;28/06/2024;973;122;9;;1;92.59;0.0
23725;2024-09-06;2683;239;4;2.0;1;10.77;1.08
2972;26/01/2024;4001;431;14;;1;52.15;0.0
34026;2024-12-26;4229;469;4;;1;25.38;0.0
39508;2025-03-17;4252;331;12;36.0;3;28.0;16.8
30191;2024-11-29;321;89;12;;1;50.27;0.0
1204;2024-01-11;2199;326;1;38.0;1;72.45;10.87
22281;19/08/2024;925;108;10;;2;64.28;0.0
42607;2025-05-16;3540;167;5;;1;142.03;0.0
53841;17/10/2025;4463;6;13;25.0;1;33.92;8.48
2449;2024-01-22;4917;446;14;;1;55.09;0.0
58678;2025-12-19;1950;393;5;;1;40.42;0.0
48764;27/07/2025;92;490;7;;1;17.28;0.0
33789;24/12/2024;4184;342;10;;1;225.15;0.0
42715;2025-05-18;1022;208;14;;2;20.26;0.0
23202;31/08/2024;4323;134;4;;1;10.62;0.0
45423;27/06/2025;4842;268;2;31.0;1;19.9;5.97
52850;2025-10-01;1128;263;11;25.0;1;47.85;11.96
28589;9 de noviembre de 2024;1021;3;6;18.0;200;87.01;21.75
48566;2025-07-26;2800;226;13;;2;7.6;0.0
39321;2025-03-14;4015;389;1;36.0;2;87.5;
50757;25/08/2025;970;268;9;4.0;1;20.01;3.0
32583;2024-12-16;1049;44;13;;1;11.83;0.0
21719;2024-08-12;4589;378;9;;3;37.59;0.0
54266;25/10/2025;3023;157;10;;1;120.32;0.0
49664;08/08/2025;4183;44;6;;1;11.85;0.0
39982;2025-03-26;2763;431;2;36.0;1;52.44;
38323;2025-02-25;964;44;14;;2;12.51;0.0
59999;30/12/2025;769;176;2;;2;61.52;0.0
55769;16/11/2025;3586;44;13;;1;12.19;0.0
50936;28/08/2025;3689;159;14;4.0;1;47.23;7.08
14101;08/06/2024;3441;286;15;;2;109.26;0.0
36939;29 de enero de 2025;3638;195;2;;1;271.8;0.0
4777;14 de febrero de 2024;2477;51;10;;2;28.81;0.0
52708;2025-09-28;2727;268;2;;3;21.47;0.0
7175;14/03/2024;2035;150;10;;1;82.8;0.0
49718;2025-08-09;2421;497;11;;2;4.17;
44496;2025-06-14;3774;349;15;;1;139.87;0.0
50715;2025-08-24;2938;243;8;4.0;3;27.74;12.48
35881;15/01/2025;610;128;15;;1;17.91;0.0
845;2024-01-08;1691;70;8;38.0;2;17.46;5.24
42751;18/05/2025;1840;128;7;;1;19.16;
57688;2025-12-09;1422;111;2;;1;257.04;
9292;2024-04-08;763;406;3;37.0;1;2.63;0.13
22034;2024-08-16;1973;29;1;;1;20.38;0.0
8161;25/03/2024;3181;283;5;;1;100.7;0.0
43906;5 de junio de 2025;932;309;1;;1;3.14;0.0
40730;2025-04-10;1749;365;12;;1;41.69;
18425;16 de julio de 2024;3956;431;5;;1;55.05;0.0
10082;21 de abril de 2024;2348;152;4;20.0;1;45.39;4.54
36250;20/01/2025;3644;214;4;;1;52.17;0.0
23640;05/09/2024;1658;53;7;9.0;1;90.41;27.12
44940;2025-06-20;493;309;2;31.0;1;3.18;0.95
51444;2025-09-05;1423;38;8;;1;74.43;0.0
18553;17/07/2024;3060;96;5;23.0;1;17.88;2.68
45333;2025-06-25;1371;431;13;31.0;1;52.94;15.88
10670;2024-05-01;1377;264;8;20.0;2;26.44;5.29
27017;2024-10-20;358;420;7;24.0;1;8.13;0.81
8115;2024-03-24;2211;30;8;37.0;1;7.71;0.39
15493;23/06/2024;4894;497;6;;1;4.46;0.0
28816;2024-11-12;4866;345;13;28.0;1;30.61;9.18
11471;10/05/2024;4682;111;12;;1;242.51;0.0
58681;2025-12-19;1323;442;2;;1;33.33;0.0
619;2024-01-06;1412;309;4;;1;2.93;0.0
18247;2024-07-15;1829;194;15;23.0;3;48.78;21.95
4309;08/02/2024;4210;389;11;29.0;3;85.03;76.53
55941;19/11/2025;3719;202;3;;1;162.82;0.0
16464;2 de julio de 2024;2748;141;12;;2;8.47;0.0
28873;12/11/2024;4522;54;3;;1;56.52;0.0
54321;2025-10-26;2556;320;5;;1;52.75;0.0
33976;26/12/2024;4304;411;6;27.0;1;80.14;24.04
48204;22 de julio de 2025;410;131;8;;1;9.73;0.0
45556;29/06/2025;2968;481;6;31.0;1;40.62;12.19
48816;28 de julio de 2025;3735;150;5;;1;85.44;0.0
48998;2025-07-30;4342;498;9;;1;54.6;0.0
19177;2024-07-21;3349;231;6;34.0;1;25.41;3.81
29160;15/11/2024;1327;13;6;;1;85.53;0.0
53343;09/10/2025;3030;1;5;25.0;1;50.28;12.57
36598;2025-01-25;2929;377;7;;1;146.97;
33503;22/12/2024;4509;389;12;27.0;2;88.5;53.1
27001;20 de octubre de 2024;316;311;2;24.0;2;41.16;8.23
36676;2025-01-26;997;469;7;;1;25.86;0.0
55978;2025-11-20;2618;299;13;26.0;2;23.81;14.29
3338;29/01/2024;2230;287;7;;2;32.88;0.0
33978;2024-12-26;532;220;7;15.0;200;78.93;3.95
21156;2024-08-06;1812;361;2;;3;20.45;0.0
9182;07/04/2024;4133;134;3;12.0;2;10.28;4.11
17186;2024-07-07;2353;16;3;;2;17.14;0.0
51422;04/09/2025;3626;195;7;4.0;1;281.12;42.17
28255;06/11/2024;4768;43;7;18.0;1;14.28;3.57
55920;19/11/2025;4694;53;6;;1;84.44;0.0
42552;15/05/2025;112;142;5;3.0;1;26.83;8.05
49548;7 de agosto de 2025;2397;24;8;;2;28.61;0.0
31653;2024-12-09;28;498;5;40.0;1;56.49;16.95
8893;02/04/2024;2209;307;13;37.0;1;238.72;11.94
35665;2025-01-12;2052;22;1;15.0;2;6.88;
57548;08/12/2025;243;246;6;;2;8.01;0.0
9073;2024-04-05;1981;30;8;;1;8.0;0.0
9408;2024-04-11;182;316;14;37.0;1;4.95;
59305;24/12/2025;4211;318;9;;1;107.44;0.0
48741;2025-07-27;3719;239;1;;2;11.06;0.0
19719;25 de julio de 2024;2375;154;15;;2;5.42;0.0
49716;09/08/2025;205;309;10;;2;3.08;0.0
15572;24 de junio de 2024;3340;29;5;;1;19.72;
39014;2025-03-09;2801;103;1;22.0;1;12.1;2.42
34680;2024-12-31;3087;140;1;;2;21.85;0.0
57223;05/12/2025;423;118;4;26.0;1;48.28;14.48
57625;2025-12-09;1444;406;8;;2;2.73;0.0
41243;22/04/2025;4453;43;13;;2;13.87;0.0
48126;21/07/2025;4439;282;6;;2;22.63;0.0
52706;2025-09-28;344;377;1;;1;162.23;0.0
22933;2024-08-27;3617;287;1;;2;34.0;0.0
36711;2025-01-26;2025;230;2;32.0;999;233.99;11.7
31165;2024-12-06;1096;307;15;;1;231.63;0.0
14626;14/06/2024;295;114;3;;1;32.37;0.0
49505;2025-08-06;2201;490;3;;1;16.77;0.0
20411;29/07/2024;202;6;3;34.0;1;35.26;5.29
7420;2024-03-16;736;225;3;;2;34.03;0.0
30244;30/11/2024;1153;55;13;33.0;2;185.28;
47889;2025-07-19;4338;151;1;;2;25.57;0.0
8296;2024-03-26;4210;1554;6;;1;22.64;0.0
949;09/01/2024;4628;141;9;;1;7.84;0.0
24104;10 de septiembre de 2024;4976;470;5;;1;54.09;0.0
36306;21/01/2025;747;303;2;32.0;1;7.81;0.39
3404;2024-01-29;427;98;1;11.0;1;19.14;1.91
54459;28/10/2025;2644;25;3;;1;31.34;0.0
555;2024-01-05;2505;122;4;38.0;2;92.99;27.9
58817;20/12/2025;4626;165;6;;1;51.62;0.0
25507;30/09/2024;4133;389;9;9.0;3;91.78;82.6
8328;2024-03-27;1790;226;11;;2;7.82;0.0
45982;3 de julio de 2025;3060;431;5;;1;55.01;0.0
53495;12/10/2025;3035;29;5;;3;18.97;0.0
54149;23/10/2025;2535;96;9;;1;17.96;0.0
26237;2024-10-10;521;3;12;;1;93.93;0.0
7760;20/03/2024;666;262;9;;1;131.03;0.0
17839;12/07/2024;2517;40;6;;1;25.58;0.0
5042;17/02/2024;3961;46;9;29.0;2;89.44;53.66
41746;2025-05-03;1319;11;6;35.0;1;12.98;0.65
16904;2024-07-05;2190;98;2;;1;18.04;0.0
44837;19/06/2025;4019;389;7;;2;89.16;0.0
41631;2025-05-01;2097;151;15;;1;24.75;0.0
34674;2024-12-31;3583;345;7;15.0;2;30.57;3.06
32091;2024-12-12;4939;309;2;;1;3.07;0.0
1187;2024-01-11;2876;173;13;;1;75.09;0.0
32773;2024-12-17;2091;310;4;30.0;1;7.74;1.94
37936;17 de febrero de 2025;965;496;14;;2;63.33;0.0
38544;1 de marzo de 2025;3578;348;6;22.0;2;38.89;15.56
40304;2025-03-31;4738;383;7;36.0;1;69.58;13.92
1733;2024-01-16;1023;27;6;;1;199.74;0.0
12918;2024-05-26;4758;238;5;;1;12.34;0.0
22386;20/08/2024;1364;226;2;;1;8.21;0.0
36244;20/01/2025;4046;128;6;32.0;2;18.96;1.9
57444;2025-12-07;1864;498;3;;1;58.69;0.0
56353;25/11/2025;1710;275;7;26.0;1;17.5;
36811;28 de enero de 2025;2318;9;8;;1;36.97;0.0
29923;25/11/2024;4267;416;8;;2;49.19;0.0
26575;14/10/2024;4736;392;7;;1;12.33;0.0
10415;2024-04-27;4744;438;1;;1;21.49;0.0
23461;2024-09-03;3102;499;9;9.0;1;22.83;6.85
48311;2025-07-23;11;222;13;;3;20.98;0.0
12102;17 de mayo de 2024;4922;489;3;19.0;1;230.27;57.57
29771;2024-11-23;597;197;3;7.0;1;0.5;4.57
33287;21/12/2024;2880;310;1;30.0;1;7.99;2.0
28446;2024-11-08;2938;309;10;33.0;1;3.17;0.95
29497;20/11/2024;2938;311;11;;2;40.5;0.0
59700;2025-12-28;2160;345;14;;1;29.78;0.0
34644;2024-12-31;180;231;6;15.0;1;25.32;1.27
987;2024-01-09;1686;380;12;38.0;1;15.16;2.27
13994;07/06/2024;3269;380;11;;1;15.48;0.0
21116;2024-08-05;4480;46;4;34.0;1;93.03;13.95
794;2024-01-08;90;291;1;;1;15.43;0.0
29421;18 de noviembre de 2024;4750;268;14;28.0;1;19.68;5.9
37684;12/02/2025;3435;376;15;10.0;1;14.36;0.72
13346;2024-05-31;4894;239;12;;1;10.19;0.0
18866;2024-07-19;3196;126;7;;2;10.67;0.0
4922;16/02/2024;1702;303;10;;1;7.35;0.0
32045;2024-12-12;3752;471;13;30.0;2;37.46;18.73
43448;2025-05-30;3126;128;10;;3;18.03;
23515;04/09/2024;4086;377;3;2.0;1;157.61;15.76
15284;2024-06-21;2520;124;3;;1;77.36;0.0
43346;2025-05-28;2880;377;11;;2;153.77;0.0
30318;2024-11-30;4392;126;12;;1;10.3;0.0
31373;2024-12-07;4696;196;5;28.0;2;3.22;1.93
29762;23 de noviembre de 2024;3670;305;9;28.0;1;59.94;17.98
9699;15/04/2024;3456;111;4;12.0;1;256.27;51.25
32298;2024-12-14;4816;126;8;;1;10.24;0.0
50473;2025-08-21;2223;1526;9;;1;69.41;0.0
50694;2025-08-24;383;309;1;;2;3.0;0.0
38427;27/02/2025;2162;207;4;;1;86.61;0.0
55856;18 de noviembre de 2025;4154;376;3;;3;15.13;0.0
53639;14/10/2025;1323;41;6;8.0;2;269.8;26.98
28345;07/11/2024;3857;244;3;33.0;1;184.15;55.24
10092;21/04/2024;3990;195;1;;1;280.12;0.0
1890;17/01/2024;30;128;7;;2;19.8;0.0
4042;2024-02-05;2439;461;15;;1;113.63;0.0
52695;28/09/2025;3095;431;2;25.0;2;51.92;25.96
54054;21/10/2025;4288;6;8;;1;36.99;0.0
7468;2024-03-17;4654;140;12;;2;22.68;0.0
22022;16/08/2024;2063;9;14;;1;39.83;0.0
33450;2024-12-22;2995;440;5;27.0;1;93.6;28.08
5019;17/02/2024;4386;393;2;29.0;1;40.92;12.28
42304;11 de mayo de 2025;4486;96;9;3.0;1;17.32;5.2
8014;2024-03-23;248;31;8;37.0;1;54.19;2.71
39996;2025-03-26;493;167;4;;1;141.8;0.0
16215;01/07/2024;1168;197;11;;1;45.78;0.0
12930;2024-05-26;4689;44;14;5.0;1;11.47;3.44
5668;26/02/2024;4055;440;11;29.0;2;93.75;56.25
51828;12/09/2025;2403;177;2;;1;13.33;0.0
30036;26 de noviembre de 2024;4290;389;7;33.0;1;94.08;28.22
19359;22/07/2024;4792;246;3;34.0;1;8.1;1.21
34007;26/12/2024;1154;412;9;;3;137.23;0.0
1338;13/01/2024;3772;305;2;;1;61.15;0.0
51265;2025-09-01;1323;103;14;4.0;1;11.71;1.76
44643;16 de junio de 2025;933;191;3;;2;17.52;0.0
39137;2025-03-11;4779;21;8;;2;37.77;0.0
55536;13/11/2025;1000;474;12;;1;85.23;0.0
28763;2024-11-11;3970;9;8;;1;36.15;0.0
44821;2025-06-19;1319;314;10;;1;354.33;0.0
54719;2025-11-01;4122;348;11;;1;41.55;0.0
12251;19/05/2024;4561;183;9;5.0;1;52.5;15.75
36621;2025-01-25;248;218;15;32.0;1;19.12;0.96
11943;2024-05-15;3870;46;10;;1;88.79;0.0
29559;20/11/2024;4819;202;6;;1;160.59;0.0
19601;2024-07-24;1825;272;15;34.0;1;198.51;29.78
45553;2025-06-29;3181;310;1;31.0;1;8.01;2.4
6595;2024-03-07;4099;167;10;;2;152.83;0.0
43532;31/05/2025;2972;355;12;;1;8.45;0.0
15478;23/06/2024;3102;194;13;;1;48.98;0.0
21195;2024-08-06;4366;195;9;34.0;1;263.35;39.5
26388;12/10/2024;701;365;6;;3;42.11;0.0
46792;2025-07-10;1228;209;10;;1;318.88;
20190;2024-07-28;4066;120;3;34.0;1;5.72;0.86
20627;31/07/2024;1146;282;8;;1;21.9;0.0
1718;16/01/2024;4633;334;4;;1;62.45;0.0
55433;12/11/2025;2839;413;2;;3;15.15;0.0
34828;2025-01-02;763;361;8;;1;20.31;0.0
952;09/01/2024;4628;468;9;;1;48.81;0.0
1447;14/01/2024;4800;93;14;;1;11.44;0.0
24026;2024-09-10;1493;111;7;;1;254.05;0.0
24815;21/09/2024;3023;353;5;9.0;1;79.97;23.99
38090;20/02/2025;1516;193;6;;1;70.42;0.0
15313;21/06/2024;2315;29;6;;1;20.62;0.0
18565;2024-07-17;3800;349;4;23.0;1;138.56;20.78
31811;2024-12-10;2251;217;12;30.0;1;22.04;5.51
52368;2025-09-22;4375;419;3;25.0;1;278.48;69.62
26730;2024-10-16;4140;348;12;24.0;1;39.52;3.95
7250;2024-03-15;893;326;4;;1;69.6;0.0
26705;16/10/2024;1924;122;11;;1;97.33;0.0
8399;27/03/2024;847;377;14;37.0;2;157.14;15.71
4956;2024-02-16;1590;197;2;;1;48.28;0.0
31367;2024-12-07;613;23;8;28.0;1;26.02;7.81
20074;2024-07-27;4819;224;5;34.0;1;40.09;6.01
41443;2025-04-27;2355;40;5;;1;26.66;0.0
30096;2024-11-27;3903;164;10;;1;24.4;0.0
44816;2025-06-18;4654;350;1;;1;30.68;0.0
33737;24/12/2024;787;114;9;27.0;1;32.41;9.72
780;07/01/2024;2097;498;3;;1;59.44;
22953;27/08/2024;4147;330;14;;1;22.78;0.0
42152;9 de mayo de 2025;4816;46;9;3.0;1;90.21;27.06
37557;9 de febrero de 2025;1737;222;3;10.0;1;20.55;1.03
47816;2025-07-19;2148;330;2;;1;22.48;
38867;07/03/2025;4741;470;15;22.0;1;51.17;10.23
20497;30/07/2024;686;3;14;;1;93.8;0.0
2399;2024-01-21;3451;194;5;;1;47.91;0.0
8476;2024-03-28;2199;195;15;37.0;2;262.07;26.21
46754;2025-07-10;840;349;14;;1;145.02;
37855;16/02/2025;4644;391;15;;2;217.58;0.0
16967;06/07/2024;4326;306;15;;3;75.12;0.0
28481;08/11/2024;4184;311;13;18.0;1;38.78;9.7
42441;13/05/2025;4522;144;5;3.0;2;41.37;24.82
10174;23/04/2024;1702;131;1;;1;10.37;0.0
13917;06/06/2024;3656;467;15;;1;17.25;0.0
56937;2025-12-02;1673;376;14;;1;14.58;0.0
7794;2024-03-21;4700;45;6;37.0;1;90.8;4.54
39515;18/03/2025;2355;489;12;;1;213.88;0.0
25613;2024-10-01;2580;3;5;1.0;1;90.48;13.57
34772;2025-01-01;3211;1558;4;27.0;1;30.28;9.08
25668;2024-10-02;1000;30;12;1.0;1;7.61;1.14
53123;2025-10-05;2929;6;12;25.0;1;37.01;9.25
59364;2025-12-25;332;346;9;;1;118.23;0.0
12526;21/05/2024;615;246;10;;1;7.77;0.0
34090;2024-12-27;2040;40;8;27.0;1;27.39;8.22
24007;09/09/2024;344;356;5;9.0;2;173.32;103.99
27699;30/10/2024;2204;406;11;18.0;2;2.74;1.37
14366;2024-06-11;2784;172;5;;1;95.13;0.0
18167;14/07/2024;112;141;8;23.0;3;8.01;3.6
24456;2024-09-15;2914;496;2;;2;62.86;0.0
58541;2025-12-18;3725;112;13;;1;23.68;0.0
10476;2024-04-28;538;499;4;;1;22.04;0.0
33446;22/12/2024;3158;355;2;;1;8.71;0.0
49979;13/08/2025;4750;162;3;;3;29.36;0.0
53567;13/10/2025;32;126;7;25.0;1;10.83;2.71
16467;2024-07-02;985;473;9;;1;25.73;0.0
54087;22 de octubre de 2025;4840;268;9;;1;21.65;0.0
9743;2024-04-16;2112;468;1;12.0;1;52.65;10.53
9592;2024-04-13;4509;331;4;37.0;1;29.77;
53080;2025-10-05;2455;304;5;25.0;1;124.57;31.14
27253;2024-10-23;108;416;6;;3;51.79;0.0
54005;20/10/2025;4628;122;10;;1;90.9;0.0
18028;2024-07-13;1209;458;11;;3;18.43;0.0
54007;20/10/2025;2680;6;4;8.0;1;36.81;1.84
48651;27/07/2025;3302;111;12;;1;263.65;0.0
45742;01/07/2025;1930;111;7;;1;253.15;0.0
54237;25/10/2025;613;196;8;;1;3.44;0.0
26088;2024-10-07;244;167;11;;1;153.16;0.0
56106;2025-11-22;4263;244;6;26.0;3;179.76;161.78
55676;15 de noviembre de 2025;4380;488;4;26.0;1;60.85;18.25
50487;21/08/2025;1121;120;15;;2;5.36;0.0
52732;29/09/2025;4181;324;8;25.0;1;6.63;1.66
20146;2024-07-28;1996;162;8;34.0;1;28.83;4.32
135;02/01/2024;599;149;5;38.0;1;12.05;1.81
23442;03/09/2024;1030;78;7;2.0;999;21.79;6.54
44427;13 de junio de 2025;3048;205;11;;1;38.75;0.0
18748;18/07/2024;2141;223;15;23.0;1;109.94;16.49
242;03/01/2024;383;469;5;38.0;2;26.37;7.91
17399;2024-07-09;1155;129;5;;1;118.3;0.0
39372;15/03/2025;1583;168;4;36.0;1;11.1;2.22
50566;2025-08-22;2657;389;6;;2;87.02;0.0
33168;2024-12-20;2796;309;2;30.0;3;2.97;2.23
12755;2024-05-24;932;349;10;5.0;1;146.22;43.87
42657;17/05/2025;4607;246;5;3.0;1;7.7;2.31
25235;26 de septiembre de 2024;1226;29;3;;2;19.8;0.0
14464;2024-06-12;108;421;10;;1;17.62;0.0
59544;26/12/2025;4904;411;6;;2;74.3;0.0
53670;2025-10-15;30;209;2;8.0;1;310.11;15.51
13811;2024-06-05;3291;1543;2;;2;32.24;0.0
10160;2024-04-23;3070;197;14;12.0;1;45.62;9.12
16582;03/07/2024;4738;314;15;;3;355.09;0.0
58411;2025-12-17;212;78;3;;2;21.9;0.0
14886;17/06/2024;1751;209;9;;1;304.97;0.0
40044;27/03/2025;2468;282;1;36.0;1;24.01;4.8
33776;24/12/2024;4744;348;6;30.0;1;39.92;9.98
54113;2025-10-22;3102;326;13;;1;75.24;0.0
32415;15/12/2024;4423;500;7;;1;95.77;0.0
24322;13/09/2024;2595;53;8;9.0;1;87.24;26.17
41457;27/04/2025;4971;489;3;35.0;2;237.48;23.75
49779;2025-08-10;3026;43;11;;1;14.43;0.0
38351;26 de febrero de 2025;26;53;15;22.0;1;83.52;16.7
18118;2024-07-14;852;175;12;23.0;1;24.54;3.68
25888;2024-10-05;2634;350;6;;1;28.45;0.0
35965;17/01/2025;3803;381;10;32.0;2;58.32;5.83
52592;2025-09-26;1909;471;9;;1;34.07;0.0
53756;16/10/2025;2099;309;12;8.0;1;3.24;0.16
12233;2024-05-19;4174;78;1;;1;21.04;0.0
16923;06/07/2024;2730;260;13;;1;60.08;0.0
10669;1 de mayo de 2024;154;209;14;20.0;1;300.09;30.01
49922;2025-08-12;1363;174;2;;150;259.6;0.0
7579;18 de marzo de 2024;4513;398;3;;1;159.07;0.0
39101;2025-03-10;4720;12;10;22.0;1;67.68;13.54
