id_cliente;recencia;frecuencia;monto;afinidad_promociones;afinidad_medicamentos;segmento
2477;2;90;9238.130000000001;0.2666773470388487;0.04583611618368652;Leales VIP / Crónicos
2478;698;4;606.19;0.0;0.0;Esporádicos / Desertores
2479;582;3;140.36;1.0;0.0;Cazadores de Ofertas
2480;425;36;2759.73;0.10242306312574057;0.051885510539074475;Frecuentes Regulares
2482;659;2;87.94;0.0;0.37730270639072094;Esporádicos / Desertores
2483;75;19;753.35;0.32484237074401;0.12984668480785821;Esporádicos Recientes
2484;98;7;367.38;0.2459034242473733;0.49839403342588057;En Riesgo (Solo Medicamentos)
2485;403;5;409.37;0.9809951877274837;0.014803234237975426;Cazadores de Ofertas
2486;129;9;683.48;0.02144905483701059;0.02023468133668871;Esporádicos Recientes
2487;97;3;675.02;0.0;0.0;Esporádicos Recientes
2488;84;2;81.50000000000001;1.0;0.0;Cazadores de Ofertas
2489;98;7;346.22;0.267142279475478;0.12012593148864883;Esporádicos Recientes
2490;49;4;385.5;0.15424124513618678;0.0825940337224384;Esporádicos Recientes
2491;407;9;348.76;0.604828535382498;0.0;Cazadores de Ofertas
2492;373;57;4732.27;0.38113209939415965;0.05075788152408885;Leales VIP / Crónicos
2494;416;13;759.04;0.3733927065767285;0.0;Esporádicos / Desertores
2495;122;4;93.35;1.0;0.3195500803427959;Cazadores de Ofertas
2496;531;2;256.78000000000003;1.0;0.11270348157956227;Cazadores de Ofertas
2497;430;6;677.0999999999999;0.7523556343228475;0.02749963077831931;Cazadores de Ofertas
2498;206;7;156.5;0.4021086261980831;0.03495207667731629;Esporádicos Recientes
2499;209;1;245.68;0.0;0.0;Esporádicos Recientes
2500;693;2;117.13999999999999;0.0;0.0;Esporádicos / Desertores
2501;10;98;9072.78;0.41490810975246833;0.021039857684193815;Leales VIP / Crónicos
2502;163;4;455.33;0.11815606263589046;0.0;Esporádicos Recientes
2503;298;8;175.13;0.36658482270313486;0.0;Esporádicos Recientes
2504;474;1;19.06;1.0;0.0;Cazadores de Ofertas
2505;3;56;4924.33;0.3805451706120427;0.07212960951032932;Leales VIP / Crónicos
2506;146;6;598.87;0.4843789136206522;0.05904453387212583;Esporádicos Recientes
2507;124;3;132.82;1.0;0.0;Cazadores de Ofertas
2508;225;3;723.54;0.0;0.0;Esporádicos Recientes
2509;128;9;586.51;0.2712656220695299;0.2675657704045967;Esporádicos Recientes
2510;707;3;100.26;0.0;0.10911629762617195;Esporádicos / Desertores
2511;112;6;261.39000000000004;0.42717778032824505;0.1431959906652894;Esporádicos Recientes
2513;27;71;6163.95;0.2007657427461287;0.039813755789712774;Leales VIP / Crónicos
2514;52;19;1615.31;0.4141991320551473;0.04887606713262469;Frecuentes Regulares
2515;431;4;319.03;0.0;0.0;Esporádicos / Desertores
2516;188;3;139.1;0.4798705966930266;0.11272465851905104;Esporádicos Recientes
2517;536;2;93.39;0.7260948709711961;0.0;Cazadores de Ofertas
2518;156;4;165.57;0.0;0.23989853234281572;Esporádicos Recientes
2520;24;94;7342.2300000000005;0.2845402554809642;0.06835525446628613;Leales VIP / Crónicos
2521;521;3;745.6;0.0;0.0;Esporádicos / Desertores
2522;180;2;383.54;0.0;0.0;Esporádicos Recientes
2523;0;2;439.53;0.5072463768115942;0.0;Esporádicos Recientes
2524;48;6;357.08;0.7578133751540272;0.023188081102274005;Cazadores de Ofertas
2525;641;1;38.89;1.0;1.0;En Riesgo (Solo Medicamentos)
2526;53;7;227.65;0.5768504282890403;0.07766307928838129;Esporádicos Recientes
2527;381;3;298.08000000000004;0.0;0.0;Esporádicos / Desertores
2528;69;26;3526.74;0.13934681887522188;0.024166794263257286;Frecuentes Regulares
2529;22;7;523.24;0.6046173839920496;0.043517315189970186;Esporádicos Recientes
2530;264;2;119.66;0.0;0.0;Esporádicos Recientes
2531;68;8;1240.6000000000001;0.17998549089150412;0.023399967757536673;Esporádicos Recientes
2532;36;16;1319.23;0.19570507038196525;0.033678736838913606;Esporádicos Recientes
2533;542;1;29.86;0.0;0.0;Esporádicos / Desertores
2534;23;16;1656.76;0.37908327096260175;0.05749776672541587;Frecuentes Regulares
2535;2;98;7561.5;0.2012233022548436;0.05950009918666931;Leales VIP / Crónicos
2536;10;26;1799.14;0.2471903242660382;0.028508064964371863;Frecuentes Regulares
2537;192;3;85.93;1.0;0.280111718840917;Cazadores de Ofertas
2538;33;37;2289.93;0.10800766835667466;0.04536383208220339;Frecuentes Regulares
2539;351;7;891.48;0.025833445506348994;0.0;Esporádicos / Desertores
2540;445;2;48.8;0.0;0.0;Esporádicos / Desertores
2541;0;22;1484.6;0.007820288293142933;0.0271049440926849;Frecuentes Regulares
2542;13;19;1669.8500000000001;0.2916309848189957;0.07214420456927269;Frecuentes Regulares
2543;236;33;2319.38;0.5767834507497693;0.16753184040562563;Frecuentes Regulares
2544;2;65;4352.62;0.22196975614687245;0.09335067154954947;Leales VIP / Crónicos
2545;213;3;127.02000000000001;0.0;0.0;Esporádicos Recientes
2546;452;8;336.0;0.0;0.03511904761904762;Esporádicos / Desertores
2547;270;7;595.0;0.1084201680672269;0.0;Esporádicos Recientes
2548;49;2;377.77;1.0;0.0;Cazadores de Ofertas
2549;95;8;1079.48;0.602289991477378;0.05674028235817245;Cazadores de Ofertas
2550;167;3;215.01999999999998;0.39089387033764306;0.0;Esporádicos Recientes
2551;172;8;728.19;0.10925719935731058;0.0;Esporádicos Recientes
2552;302;3;346.69;0.0;0.0;Esporádicos Recientes
2553;465;6;439.98;0.0;0.0;Esporádicos / Desertores
2554;533;2;110.36999999999999;1.0;0.0;Cazadores de Ofertas
2555;145;7;290.83;0.8044905958807551;0.03520957260255132;Cazadores de Ofertas
2556;26;30;1860.84;0.4778003482298317;0.15521484920788461;Frecuentes Regulares
2557;11;33;3119.48;0.3115102517086181;0.044145178042494265;Frecuentes Regulares
2558;326;1;254.99;0.0;0.0;Esporádicos / Desertores
2559;220;2;230.30999999999997;0.0;0.0;Esporádicos Recientes
2560;643;3;186.22;1.0;0.6954677263451831;En Riesgo (Solo Medicamentos)
2561;10;15;1591.69;0.20617079959037246;0.02111592081372629;Frecuentes Regulares
2562;377;6;407.73;0.9607092929144287;0.03929070708557133;Cazadores de Ofertas
2563;392;2;211.98000000000002;0.0;0.0;Esporádicos / Desertores
2565;25;6;383.84;0.04384639433097123;0.10363693205502293;Esporádicos Recientes
2566;23;25;1675.05;0.5122951553684965;0.06003402883496016;Frecuentes Regulares
2567;313;3;348.70000000000005;0.0;0.029194149698881556;Esporádicos / Desertores
2568;30;15;937.74;0.29811035041695993;0.04414869793332907;Esporádicos Recientes
2569;44;6;435.85;0.8168406561890559;0.0;Cazadores de Ofertas
2570;641;7;633.26;0.10453842023813284;0.0301771784101317;Esporádicos / Desertores
2571;578;3;60.25;0.2901244813278008;0.0;Esporádicos / Desertores
2572;25;50;4265.75;0.25241516732110414;0.0459942565785618;Frecuentes Regulares
2574;30;4;327.81;1.0;0.0;Cazadores de Ofertas
2575;211;6;428.55;0.04876910512192276;0.09870493524676233;Esporádicos Recientes
2576;82;2;39.25;0.0;0.0;Esporádicos Recientes
2577;147;4;309.73;0.0;0.3415232621961063;Esporádicos Recientes
2578;662;3;82.96;0.0;0.3769286403085824;Esporádicos / Desertores
2579;193;3;489.08;0.32129712930399934;0.0;Esporádicos Recientes
2580;53;16;1354.01;0.09841877091011145;0.09777623503519177;Esporádicos Recientes
2582;199;1;77.98;0.0;0.0;Esporádicos Recientes
2583;172;2;98.10000000000001;0.7099898063200816;0.0;Cazadores de Ofertas
2585;15;6;437.02;0.7556633563681296;0.0;Cazadores de Ofertas
2586;456;4;273.37;0.7369499213520136;0.0;Cazadores de Ofertas
2587;18;19;1580.56;0.16480867540618516;0.06683074353393734;Frecuentes Regulares
2588;379;1;19.8;0.0;1.0;En Riesgo (Solo Medicamentos)
2589;10;2;79.99;0.0;0.0;Esporádicos Recientes
2590;48;3;234.19;1.0;0.24937016952047483;Cazadores de Ofertas
2591;700;1;35.85;1.0;0.0;Cazadores de Ofertas
2592;10;25;1625.44;0.403269268628802;0.07664386258490008;Frecuentes Regulares
2593;185;5;108.26;0.3241271014225014;0.0;Esporádicos Recientes
2594;284;5;168.51;1.0;0.2002848495638241;Cazadores de Ofertas
2595;473;5;239.69;0.636238474696483;0.0;Cazadores de Ofertas
2596;144;17;860.26;0.027607932485527637;0.023004673005835443;Esporádicos Recientes
2597;355;5;261.28;1.0;0.0;Cazadores de Ofertas
2599;147;3;183.32999999999998;0.0;0.38902525500463647;Esporádicos Recientes
2600;71;23;1593.23;0.2160328389498064;0.050312886400582464;Frecuentes Regulares
2601;47;27;2216.87;0.2784917473735492;0.050431464181481096;Frecuentes Regulares
2602;52;1;69.11;0.0;0.0;Esporádicos Recientes
2603;333;1;139.13;1.0;0.0;Cazadores de Ofertas
2604;172;4;349.28000000000003;0.055743243243243236;0.0;Esporádicos Recientes
2605;699;2;41.08;1.0;0.0;Cazadores de Ofertas
2606;144;1;50.52;0.0;0.0;Esporádicos Recientes
2607;58;4;173.23;0.0;0.14951220920163943;Esporádicos Recientes
2608;286;25;1360.69;0.6366108371487995;0.06667205608919004;Cazadores de Ofertas
2609;22;1;73.93;0.0;0.0;Esporádicos Recientes
2610;26;42;2198.31;0.22458161041891272;0.04589434611133098;Frecuentes Regulares
2611;4;3;144.67;0.0;0.07002142807769407;Esporádicos Recientes
2612;18;7;216.81;0.06401918730685854;0.10008763433420968;Esporádicos Recientes
2613;295;5;341.59000000000003;0.044234315992856925;0.11756784449193476;Esporádicos Recientes
2614;573;2;168.56;0.0;0.0;Esporádicos / Desertores
2615;250;2;295.58;1.0;0.0;Cazadores de Ofertas
2616;140;29;1295.63;0.34672707485933485;0.039880212715049816;Frecuentes Regulares
2617;172;5;126.94;0.6262013549708524;0.08799432802899007;Cazadores de Ofertas
2618;40;27;2133.62;0.4828929237633693;0.04950272307158726;Frecuentes Regulares
2619;452;3;172.67;0.7576301615798923;0.0;Cazadores de Ofertas
2620;162;3;152.5;0.0;0.05088524590163934;Esporádicos Recientes
2621;172;9;697.27;0.7372180073716064;0.016091327606235748;Cazadores de Ofertas
2622;473;1;238.82;1.0;0.0;Cazadores de Ofertas
2623;74;7;560.34;0.9830460077809902;0.0;Cazadores de Ofertas
2624;125;3;138.57;1.0;0.2924153857256261;Cazadores de Ofertas
2625;11;9;421.12;0.0;0.018712006079027354;Esporádicos Recientes
2627;303;6;498.16;0.9476674160912157;0.06522000963545847;Cazadores de Ofertas
2629;552;1;75.92;0.0;0.0;Esporádicos / Desertores
2631;3;2;166.31;0.0;0.0;Esporádicos Recientes
2632;236;6;145.26000000000002;1.0;0.03641745835054385;Cazadores de Ofertas
2633;161;1;34.02;0.0;0.0;Esporádicos Recientes
2634;221;6;189.26;0.0;0.6481031385395752;En Riesgo (Solo Medicamentos)
2635;340;2;370.66;0.0;0.30615658555009984;Esporádicos / Desertores
2636;489;1;4.31;0.0;0.0;Esporádicos / Desertores
2637;79;5;431.11;0.15866020273248127;0.2651063533668901;Esporádicos Recientes
2638;542;2;103.23;0.0;0.4565533275210695;En Riesgo (Solo Medicamentos)
2639;25;27;2260.9900000000002;0.2522434862604434;0.07351204560833971;Frecuentes Regulares
2640;24;35;2664.06;0.18825401830289107;0.10962966299557818;Frecuentes Regulares
2641;174;3;291.24;0.8149636039005631;0.0;Cazadores de Ofertas
2642;518;2;582.2800000000001;1.0;0.0;Cazadores de Ofertas
2643;161;6;391.75;0.0;0.08707083599234205;Esporádicos Recientes
2644;63;33;2567.7799999999997;0.31951335394776814;0.056013365631012016;Frecuentes Regulares
2645;598;78;7023.23;0.3867963885562626;0.074018649538745;Leales VIP / Crónicos
2646;225;1;30.1;0.0;0.0;Esporádicos Recientes
2647;639;27;2252.29;0.03794804399078272;0.035128691243134766;Esporádicos / Desertores
2648;388;1;85.46;0.0;0.0;Esporádicos / Desertores
2650;16;17;1234.99;0.5950655470894501;0.10788751325921668;Frecuentes Regulares
2651;197;9;515.71;0.3754629539857672;0.20781059122374976;Esporádicos Recientes
2652;5;61;4284.96;0.4892367723385982;0.05285696949329749;Leales VIP / Crónicos
2653;23;27;1560.81;0.4537964262145937;0.14350881913878052;Frecuentes Regulares
2654;458;2;30.97;1.0;0.07039070067807557;Cazadores de Ofertas
2655;96;5;172.21;0.8807850879739852;0.0;Cazadores de Ofertas
2656;665;3;195.99;0.278891780192867;0.4372672075105873;En Riesgo (Solo Medicamentos)
2657;5;32;1964.46;0.17695448112967432;0.07313460187532451;Frecuentes Regulares
2658;312;4;393.84000000000003;0.0;0.0;Esporádicos / Desertores
2659;399;7;548.8199999999999;0.8413869756933057;0.0;Cazadores de Ofertas
2660;2;70;4835.63;0.2551146386303336;0.07880255519963272;Leales VIP / Crónicos
2661;19;9;487.08000000000004;0.03882319126221565;0.2521146423585448;Esporádicos Recientes
2662;160;2;90.02;0.7559431237502777;0.24405687624972228;Cazadores de Ofertas
2663;514;8;362.84;0.3553081247932973;0.28139124683055894;Esporádicos / Desertores
2664;187;5;464.63000000000005;0.6221509588274542;0.03678195553451133;Cazadores de Ofertas
2665;34;2;253.12;0.9877133375474083;0.0;Cazadores de Ofertas
2666;20;33;2607.29;0.1124194086580319;0.07963824507438758;Frecuentes Regulares
2667;39;28;1507.16;0.1432429204596725;0.05660978263754345;Frecuentes Regulares
2668;89;1;160.28999999999996;1.0;0.0;Cazadores de Ofertas
2669;489;2;113.76;0.0;0.0;Esporádicos / Desertores
2670;60;90;6566.91;0.20327216301121837;0.10052825453676081;Leales VIP / Crónicos
2671;450;2;95.13;0.0;0.0;Esporádicos / Desertores
2672;123;7;552.78;0.26876876876876876;0.0;Esporádicos Recientes
2673;9;6;704.24;0.5670510053390889;0.07153811200727024;Esporádicos Recientes
2674;87;32;1786.52;0.4253632760898283;0.04046974005328796;Frecuentes Regulares
2675;41;5;332.58;0.0;0.022851644717060558;Esporádicos Recientes
2676;333;3;66.35;1.0;0.19035418236623966;Cazadores de Ofertas
2677;10;57;4914.4800000000005;0.10241164884178997;0.10446680014976151;Leales VIP / Crónicos
2678;39;4;170.63;0.0;0.0;Esporádicos Recientes
2679;238;4;153.6;0.6493489583333333;0.0;Cazadores de Ofertas
2680;71;5;233.73;0.31134214692166173;0.0;Esporádicos Recientes
2681;605;2;130.44;1.0;0.0;Cazadores de Ofertas
2682;5;28;1969.74;0.2793922040472347;0.05913470813406846;Frecuentes Regulares
2683;11;26;1426.77;0.13465379843983263;0.07810649228677362;Frecuentes Regulares
2684;75;17;1139.3600000000001;0.7348862519309085;0.12248104198848477;Cazadores de Ofertas
2685;26;2;116.38;0.4490462278742052;0.0;Esporádicos Recientes
2686;493;2;129.74;0.0;0.0;Esporádicos / Desertores
2687;29;30;1565.4;0.21510157148332695;0.04159959115880925;Frecuentes Regulares
2688;542;9;2152.78;0.39836862103884285;0.0;Esporádicos / Desertores
2689;31;2;72.96;0.050986842105263164;0.050986842105263164;Esporádicos Recientes
2690;21;4;298.02;0.852795114421851;0.14720488557814912;Cazadores de Ofertas
2691;449;6;363.25;0.0;0.036283551273227806;Esporádicos / Desertores
2692;102;7;613.94;0.0;0.0;Esporádicos Recientes
2694;362;5;346.56;0.7173361034164357;0.0;Cazadores de Ofertas
2695;524;2;40.77;1.0;0.0;Cazadores de Ofertas
2696;57;40;3131.59;0.3142365379886895;0.04110372047426387;Frecuentes Regulares
2697;422;2;269.24;0.0;0.0;Esporádicos / Desertores
2698;3;33;2314.01;0.42817878920142954;0.0033707719499915727;Frecuentes Regulares
2699;56;7;597.14;0.05328733630304451;0.06725391030579093;Esporádicos Recientes
2700;164;5;680.53;0.2846898740687406;0.0;Esporádicos Recientes
2701;27;8;457.51;0.31402592293064635;0.16185438569648752;Esporádicos Recientes
2702;111;20;1759.13;0.547048825271583;0.16958382836970545;Frecuentes Regulares
2706;255;8;358.0;0.05472067039106145;0.05472067039106145;Esporádicos Recientes
2707;387;4;255.15;0.39862825788751716;0.029786400156770525;Esporádicos / Desertores
2708;601;2;111.59;1.0;0.0;Cazadores de Ofertas
2709;174;1;27.19;0.0;0.0;Esporádicos Recientes
2710;641;1;7.78;0.0;0.0;Esporádicos / Desertores
2711;348;2;91.53999999999999;0.4186148131964169;0.0;Esporádicos / Desertores
2712;65;36;2010.48;0.5561408220922366;0.13977259161991165;Frecuentes Regulares
2713;46;38;2737.82;0.20678861283795133;0.080085615562747;Frecuentes Regulares
2714;21;2;237.57;0.0;0.0;Esporádicos Recientes
2715;93;9;747.8399999999999;0.3105477107402653;0.124170945656825;Esporádicos Recientes
2716;614;10;890.9699999999999;0.7578818590973884;0.007418880545921862;Cazadores de Ofertas
2718;403;4;92.08;0.46264118158123374;0.46264118158123374;En Riesgo (Solo Medicamentos)
2719;42;4;196.79000000000002;0.053254738553788296;0.02195233497637075;Esporádicos Recientes
2720;520;4;371.18;0.1401206961581982;0.12147745029365807;Esporádicos / Desertores
2721;545;8;859.71;0.0;0.0048155773458491815;Esporádicos / Desertores
2722;0;83;5476.04;0.33047603742850673;0.05545248025945757;Leales VIP / Crónicos
2723;23;5;220.73000000000002;0.2939790694513659;0.0;Esporádicos Recientes
2724;15;88;8401.43;0.18843458792134196;0.04523396612243392;Leales VIP / Crónicos
2725;3;4;294.23;0.0;0.0;Esporádicos Recientes
2726;625;1;40.620000000000005;1.0;0.0;Cazadores de Ofertas
2727;21;23;2046.77;0.19051969688826786;0.09001499924270925;Frecuentes Regulares
2728;366;6;606.74;0.0;0.07311204140158882;Esporádicos / Desertores
2729;4;32;2648.36;0.24876149768158404;0.009322750683441829;Frecuentes Regulares
2730;23;67;5046.97;0.10642425058995793;0.055694803020426106;Leales VIP / Crónicos
2731;123;5;128.62;0.46338050069973563;0.06515316436013062;Esporádicos Recientes
2732;254;5;295.73;0.742332533053799;0.24424305954756026;Cazadores de Ofertas
2733;23;19;1591.97;0.37271430994302657;0.030396301437841167;Frecuentes Regulares
2734;364;4;256.76;0.4926000934725035;0.0;Cazadores de Ofertas
2736;151;1;38.17;0.0;0.0;Esporádicos Recientes
2737;583;1;52.12;0.0;0.0;Esporádicos / Desertores
2738;297;5;57.739999999999995;1.0;0.0767232421198476;Cazadores de Ofertas
2739;10;36;3605.48;0.3316035590268147;0.06898388009363525;Frecuentes Regulares
2740;369;1;61.24;0.0;0.0;Esporádicos / Desertores
2741;92;5;466.52;0.15298379490697078;0.0;Esporádicos Recientes
2742;50;7;157.57999999999998;0.3303084147734484;0.07748445234166773;Esporádicos Recientes
2743;438;3;215.8;0.0;0.0;Esporádicos / Desertores
2744;359;7;361.08;0.2771961892101474;0.0;Esporádicos / Desertores
2745;32;4;294.06;0.0;0.09406243623750254;Esporádicos Recientes
2746;87;1;53.2;0.0;0.0;Esporádicos Recientes
2747;323;10;414.86;0.31364797763100805;0.19568047052017548;Esporádicos / Desertores
2748;10;106;6197.57;0.4588556482621415;0.05679968116535997;Leales VIP / Crónicos
2749;2;35;3689.31;0.5266865619858456;0.07981438263523533;Frecuentes Regulares
2751;66;2;262.07;0.0;0.0;Esporádicos Recientes
2752;23;18;1512.25;0.12425194246982972;0.0;Frecuentes Regulares
2753;170;6;333.35;0.28042597870106495;0.06731663416829158;Esporádicos Recientes
2754;7;23;1318.57;0.22308258188795438;0.0930174355551848;Frecuentes Regulares
2755;136;2;50.400000000000006;1.0;0.0;Cazadores de Ofertas
2756;528;7;358.25;0.38796929518492673;0.3087508722958828;Esporádicos / Desertores
2757;17;19;1547.16;0.05168825460844386;0.09401742547635668;Frecuentes Regulares
2758;526;4;373.61;0.9556757046117609;0.044324295388239066;Cazadores de Ofertas
2759;109;6;521.9;0.35537459283387623;0.205690745353516;Esporádicos Recientes
2760;176;5;251.21;0.01866963894749413;0.01866963894749413;Esporádicos Recientes
2761;29;8;751.03;0.8620827397041397;0.0;Cazadores de Ofertas
2763;279;3;97.32000000000001;0.46115906288532676;0.0;Cazadores de Ofertas
2764;659;4;237.96;0.0;0.07215498403092957;Esporádicos / Desertores
2765;202;5;215.07;0.0;0.208908727391082;Esporádicos Recientes
2766;699;1;7.24;0.0;0.0;Esporádicos / Desertores
2767;1;64;4170.860000000001;0.3268942136633692;0.08307639191917253;Leales VIP / Crónicos
2768;166;9;488.34;0.5521562845558422;0.3065487160584839;Cazadores de Ofertas
2769;179;2;37.83;0.0;0.0;Esporádicos Recientes
2770;24;23;1287.21;0.2503787260819913;0.02728381538365923;Frecuentes Regulares
2771;139;1;103.51;0.0;0.0;Esporádicos Recientes
2772;181;2;215.34;0.0;0.0;Esporádicos Recientes
2773;65;12;982.26;0.08937552175595057;0.03961272982713334;Esporádicos Recientes
2774;698;2;55.67;1.0;0.0;Cazadores de Ofertas
2775;7;82;6962.49;0.32920837229209665;0.03762447055579254;Leales VIP / Crónicos
2776;22;30;3752.2000000000003;0.0925083950748894;0.03349235115398966;Frecuentes Regulares
2777;197;7;600.01;0.3763937267712205;0.06748220862985617;Esporádicos Recientes
2778;443;15;647.3;0.03576394253051136;0.18237293372470262;Esporádicos / Desertores
2779;474;17;1054.34;0.2919077337481268;0.05016408369216761;Esporádicos / Desertores
2780;448;2;74.97;0.3488061891423236;0.0;Esporádicos / Desertores
2781;114;4;729.29;1.0;0.0;Cazadores de Ofertas
2782;98;4;282.37;0.28986790381414457;0.0;Esporádicos Recientes
2783;666;2;68.3;0.0;0.0;Esporádicos / Desertores
2784;147;33;2455.58;0.0417131594165126;0.09709722346655374;Frecuentes Regulares
2785;288;2;433.7;1.0;0.0;Cazadores de Ofertas
2786;134;3;127.58000000000001;0.0;0.0;Esporádicos Recientes
2787;11;25;1330.49;0.32533878495892493;0.025163661508166162;Frecuentes Regulares
2788;568;3;455.48;0.0;0.0;Esporádicos / Desertores
2789;110;2;82.63;0.0;0.0;Esporádicos Recientes
2790;94;4;87.43;1.0;0.2907468832208624;Cazadores de Ofertas
2791;654;2;182.98999999999998;0.0;0.11448713044428659;Esporádicos / Desertores
2792;450;7;707.64;0.0;0.0;Esporádicos / Desertores
2793;47;4;135.45;0.8180878552971577;0.0;Cazadores de Ofertas
2794;79;10;888.51;0.724189935960203;0.022869748230183114;Cazadores de Ofertas
2795;204;10;390.84000000000003;0.03318493501176952;0.05805444683246341;Esporádicos Recientes
2796;272;7;508.98;0.22501866478054147;0.013124287791268811;Esporádicos Recientes
2797;2;96;6014.59;0.11166845952924472;0.05524233572030678;Leales VIP / Crónicos
2799;470;4;222.37;0.6965867697980843;0.15919413589962675;Cazadores de Ofertas
2800;104;8;397.23;0.9617350149787277;0.16982604536414672;Cazadores de Ofertas
2801;9;17;1607.2;0.10349676455948233;0.12196366351418615;Frecuentes Regulares
2802;175;6;185.53;0.0;0.0;Esporádicos Recientes
2803;31;8;536.59;0.1299502413388248;0.07635252241003372;Esporádicos Recientes
2804;2;24;2028.02;0.10131063796215029;0.07946174100847132;Frecuentes Regulares
2805;459;3;86.95;1.0;0.0;Cazadores de Ofertas
2806;437;3;132.87;0.6029954090464363;0.0;Cazadores de Ofertas
2807;460;1;89.96;1.0;0.0;Cazadores de Ofertas
2808;24;1;57.55;1.0;0.0;Cazadores de Ofertas
2809;8;76;6517.9800000000005;0.3253461962141645;0.07846756203609093;Leales VIP / Crónicos
2811;30;4;324.62;0.28008132585792617;0.0;Esporádicos Recientes
2813;243;4;127.08;0.1621026125275417;0.0;Esporádicos Recientes
2814;16;29;2458.34;0.0675211728239381;0.06329881139305385;Frecuentes Regulares
2815;64;3;172.89999999999998;0.0;0.2629265471370735;Esporádicos Recientes
2816;335;1;224.7;0.0;0.0;Esporádicos / Desertores
2817;353;7;474.65000000000003;1.0;0.13159169914673968;Cazadores de Ofertas
2818;48;28;1438.06;0.28953590253536016;0.06315452762749815;Frecuentes Regulares
2819;178;4;197.34;0.5917705482922874;0.14132968480794567;Cazadores de Ofertas
2821;123;8;441.29;0.0;0.0;Esporádicos Recientes
2822;185;2;213.06;0.0;0.6164460715291468;En Riesgo (Solo Medicamentos)
2823;169;7;429.99;0.27756459452545407;0.010442103304728017;Esporádicos Recientes
2824;248;6;830.27;0.0;0.0;Esporádicos Recientes
2825;246;3;110.44999999999999;0.7964689904934359;0.0;Cazadores de Ofertas
2826;13;18;1370.16;0.0960909674782507;0.049578151456764176;Esporádicos Recientes
2827;12;30;1917.43;0.14396874983702143;0.2064377839086694;Frecuentes Regulares
2828;660;21;1296.6;0.5266620391793922;0.045650161962054604;Esporádicos / Desertores
2829;653;1;23.55;0.0;0.0;Esporádicos / Desertores
2830;60;3;256.76;0.0;0.0;Esporádicos Recientes
2831;546;4;327.68;0.0;0.0;Esporádicos / Desertores
2832;124;5;414.07000000000005;0.8822421329726858;0.0;Cazadores de Ofertas
2834;368;16;1553.67;0.16009834778299123;0.05393037131437177;Esporádicos / Desertores
2835;153;7;389.84999999999997;0.41356932153392334;0.04824932666410158;Esporádicos Recientes
2836;642;16;1150.94;0.4841173301822857;0.043972752706483396;Esporádicos / Desertores
2837;27;20;1487.4;0.5145757697996504;0.10982250907624042;Frecuentes Regulares
2838;25;5;300.87;0.42995313590587303;0.570046864094127;En Riesgo (Solo Medicamentos)
2839;48;7;256.92;0.0;0.5137396855052156;En Riesgo (Solo Medicamentos)
2840;11;29;2137.76;0.3777832871791033;0.04222644263153955;Frecuentes Regulares
2841;633;7;691.5;0.21391178597252353;0.04260303687635575;Esporádicos / Desertores
2843;337;2;95.43;0.0;0.0;Esporádicos / Desertores
2844;153;1;101.98;0.0;0.0;Esporádicos Recientes
2845;346;2;29.85;1.0;0.0;Cazadores de Ofertas
2846;38;4;302.37000000000006;0.8831563977907863;0.11684360220921385;Cazadores de Ofertas
2847;243;5;220.26999999999998;0.0;0.0;Esporádicos Recientes
2848;393;33;2511.71;0.30360590991794434;0.04126272539425332;Frecuentes Regulares
2849;409;3;518.26;0.0;0.04156215027206421;Esporádicos / Desertores
2851;10;5;245.88;0.0;0.0;Esporádicos Recientes
2852;366;5;710.2900000000001;0.35944473384110714;0.01082656379788537;Esporádicos / Desertores
2853;706;2;160.54;0.0;0.0;Esporádicos / Desertores
2854;69;2;146.33;0.0;0.0;Esporádicos Recientes
2855;371;1;60.02;1.0;0.0;Cazadores de Ofertas
2856;14;10;769.97;0.26633505201501356;0.15909710767951998;Esporádicos Recientes
2857;58;22;1953.48;0.22316583737739829;0.05710322091856584;Frecuentes Regulares
2858;502;6;163.02;0.5580910317752423;0.4278002699055331;En Riesgo (Solo Medicamentos)
2859;562;2;144.58;0.0;0.0;Esporádicos / Desertores
2861;212;2;77.37;0.0;0.0;Esporádicos Recientes
2862;2;6;409.27;0.0;0.0;Esporádicos Recientes
2863;79;21;1203.85;0.28476969722141465;0.05513975993686921;Frecuentes Regulares
2864;99;10;1165.07;0.3645532028118483;0.08395203721664793;Esporádicos Recientes
2865;678;3;196.67999999999998;1.0;0.14002440512507627;Cazadores de Ofertas
2866;582;5;184.67000000000002;0.184653706611794;0.0;Esporádicos / Desertores
2867;20;22;1369.3;0.23122033155626964;0.0328269918936683;Frecuentes Regulares
2868;51;11;1717.1100000000001;0.2454647634688517;0.013417894019602703;Frecuentes Regulares
2869;378;4;239.2;1.0;0.06191471571906355;Cazadores de Ofertas
2870;277;8;496.05;0.5438967845983268;0.2228202802136881;Cazadores de Ofertas
2871;419;2;105.8;1.0;0.2011342155009452;Cazadores de Ofertas
2872;284;2;29.459999999999997;0.0;1.0;En Riesgo (Solo Medicamentos)
2873;52;1;20.44;0.0;1.0;En Riesgo (Solo Medicamentos)
2874;50;3;91.22;0.447051085288314;0.0;Esporádicos Recientes
2875;164;20;1494.44;0.19058644040577072;0.059534006049088616;Frecuentes Regulares
2876;690;26;1699.04;0.169472172520953;0.09767280346548639;Esporádicos / Desertores
